abb,year,month,mean_effect,year_month,change_sentiment
SD,2021,8,NA,Aug 2021,NA
SD,2021,9,NA,Sep 2021,NA
SD,2021,10,51.800000000000004,Oct 2021,NA
TN,2020,5,86.72,May 2020,NA
TN,2020,6,78.8,Jun 2020,-7.920000000000002
TN,2020,8,74.06666666666666,Aug 2020,-4.733333333333334
TN,2020,9,74.675,Sep 2020,0.6083333333333343
TN,2020,10,73.2,Oct 2020,-1.4749999999999943
TN,2020,11,71.06666666666668,Nov 2020,-2.1333333333333258
TN,2020,12,72.275,Dec 2020,1.2083333333333286
TN,2021,1,73.85,Jan 2021,NA
TN,2021,2,71.7,Feb 2021,-2.1499999999999915
TN,2021,3,66.075,Mar 2021,-5.625
TN,2021,4,68.93333333333334,Apr 2021,2.8583333333333343
TN,2021,5,65.3,May 2021,-3.63333333333334
TN,2021,6,65.9,Jun 2021,0.6000000000000085
TN,2021,7,67.16666666666667,Jul 2021,1.2666666666666657
TN,2021,8,65.5,Aug 2021,-1.6666666666666714
TN,2021,9,66.25,Sep 2021,0.75
TN,2021,10,68.2,Oct 2021,1.9500000000000028
TX,2020,5,87.26,May 2020,NA
TX,2020,6,82.35,Jun 2020,-4.910000000000011
TX,2020,8,78.5,Aug 2020,-3.8499999999999943
TX,2020,9,76.4,Sep 2020,-2.0999999999999943
TX,2020,10,75.15,Oct 2020,-1.25
TX,2020,11,75.56666666666666,Nov 2020,0.4166666666666572
TX,2020,12,75.5,Dec 2020,-0.06666666666666288
TX,2021,1,75,Jan 2021,NA
TX,2021,2,76.64999999999999,Feb 2021,1.6499999999999915
TX,2021,3,75.925,Mar 2021,-0.7249999999999943
TX,2021,4,70.46666666666667,Apr 2021,-5.458333333333329
TX,2021,5,73.1,May 2021,2.6333333333333258
TX,2021,6,70.525,Jun 2021,-2.5749999999999886
TX,2021,7,68.03333333333333,Jul 2021,-2.4916666666666742
TX,2021,8,71.19999999999999,Aug 2021,3.166666666666657
TX,2021,9,69.4,Sep 2021,-1.799999999999983
TX,2021,10,67.9,Oct 2021,-1.5
UT,2020,5,82.78,May 2020,NA
UT,2020,6,74.85,Jun 2020,-7.930000000000007
UT,2020,8,67.63333333333333,Aug 2020,-7.216666666666669
UT,2020,9,65.525,Sep 2020,-2.10833333333332
UT,2020,10,65.75,Oct 2020,0.22499999999999432
UT,2020,11,60.7,Nov 2020,-5.049999999999997
UT,2020,12,66.825,Dec 2020,6.125
UT,2021,1,67.7,Jan 2021,NA
UT,2021,2,61.349999999999994,Feb 2021,-6.3500000000000085
UT,2021,3,60.975,Mar 2021,-0.3749999999999929
UT,2021,4,58.56666666666667,Apr 2021,-2.4083333333333314
UT,2021,5,54.550000000000004,May 2021,-4.016666666666666
UT,2021,6,58.15,Jun 2021,3.5999999999999943
UT,2021,7,58.300000000000004,Jul 2021,0.15000000000000568
UT,2021,8,55.449999999999996,Aug 2021,-2.8500000000000085
UT,2021,9,58.224999999999994,Sep 2021,2.7749999999999986
UT,2021,10,58.166666666666664,Oct 2021,-0.05833333333333002
VA,2020,5,85.74,May 2020,NA
VA,2020,6,79.95,Jun 2020,-5.789999999999992
VA,2020,8,73.73333333333333,Aug 2020,-6.216666666666669
VA,2020,9,74.875,Sep 2020,1.1416666666666657
VA,2020,10,71.5,Oct 2020,-3.375
VA,2020,11,70.13333333333334,Nov 2020,-1.36666666666666
VA,2020,12,74.925,Dec 2020,4.791666666666657
VA,2021,1,73.30000000000001,Jan 2021,NA
VA,2021,2,70.05000000000001,Feb 2021,-3.25
VA,2021,3,70.425,Mar 2021,0.3749999999999858
VA,2021,4,69.1,Apr 2021,-1.3250000000000028
VA,2021,5,65.4,May 2021,-3.6999999999999886
VA,2021,6,66.475,Jun 2021,1.0749999999999886
VA,2021,7,65.83333333333333,Jul 2021,-0.6416666666666657
VA,2021,8,65.5,Aug 2021,-0.3333333333333286
VA,2021,9,66.35,Sep 2021,0.8499999999999943
VA,2021,10,65.06666666666666,Oct 2021,-1.2833333333333314
VT,2020,5,87.22,May 2020,NA
VT,2020,6,83.1,Jun 2020,-4.1200000000000045
VT,2020,8,75.96666666666667,Aug 2020,-7.133333333333326
VT,2020,9,75.225,Sep 2020,-0.7416666666666742
VT,2020,10,74.9,Oct 2020,-0.32499999999998863
VT,2020,11,71.5,Nov 2020,-3.4000000000000057
VT,2020,12,76.275,Dec 2020,4.775000000000006
VT,2021,1,72.15,Jan 2021,NA
VT,2021,2,65.55,Feb 2021,-6.6000000000000085
VT,2021,3,67.225,Mar 2021,1.6749999999999972
VT,2021,4,NA,Apr 2021,NA
VT,2021,5,58.5,May 2021,NA
VT,2021,6,61.525,Jun 2021,3.0249999999999986
VT,2021,7,66.36666666666666,Jul 2021,4.8416666666666615
VT,2021,8,55,Aug 2021,-11.36666666666666
VT,2021,9,57.5,Sep 2021,2.5
VT,2021,10,63.766666666666666,Oct 2021,6.266666666666666
WA,2020,5,88.96000000000001,May 2020,NA
WA,2020,6,84.9,Jun 2020,-4.060000000000002
WA,2020,8,77.03333333333333,Aug 2020,-7.866666666666674
WA,2020,9,78.22500000000001,Sep 2020,1.191666666666677
WA,2020,10,77.65,Oct 2020,-0.5750000000000028
WA,2020,11,76.63333333333334,Nov 2020,-1.0166666666666657
WA,2020,12,75.25,Dec 2020,-1.38333333333334
WA,2021,1,76.05,Jan 2021,NA
WA,2021,2,72.30000000000001,Feb 2021,-3.749999999999986
WA,2021,3,70.82499999999999,Mar 2021,-1.4750000000000227
WA,2021,4,71.23333333333333,Apr 2021,0.40833333333334565
WA,2021,5,68.2,May 2021,-3.0333333333333314
WA,2021,6,68.875,Jun 2021,0.6749999999999972
WA,2021,7,69.76666666666667,Jul 2021,0.8916666666666657
WA,2021,8,70.80000000000001,Aug 2021,1.0333333333333456
WA,2021,9,68.825,Sep 2021,-1.9750000000000085
WA,2021,10,67.76666666666667,Oct 2021,-1.0583333333333371
WI,2020,5,84.52,May 2020,NA
WI,2020,6,80.55,Jun 2020,-3.969999999999999
WI,2020,8,74.03333333333333,Aug 2020,-6.516666666666666
WI,2020,9,72.3,Sep 2020,-1.7333333333333343
WI,2020,10,71.6,Oct 2020,-0.7000000000000028
WI,2020,11,72.33333333333334,Nov 2020,0.7333333333333485
WI,2020,12,71.9,Dec 2020,-0.4333333333333371
WI,2021,1,72.75,Jan 2021,NA
WI,2021,2,72.3,Feb 2021,-0.45000000000000284
WI,2021,3,67.775,Mar 2021,-4.5249999999999915
WI,2021,4,68.33333333333334,Apr 2021,0.5583333333333371
WI,2021,5,69.8,May 2021,1.4666666666666544
WI,2021,6,67.25,Jun 2021,-2.549999999999997
WI,2021,7,67.33333333333334,Jul 2021,0.08333333333334281
WI,2021,8,64.25,Aug 2021,-3.083333333333343
WI,2021,9,65.95,Sep 2021,1.7000000000000028
WI,2021,10,64.23333333333333,Oct 2021,-1.7166666666666686
WV,2020,5,84.16,May 2020,NA
WV,2020,6,82.4,Jun 2020,-1.759999999999991
WV,2020,8,73,Aug 2020,-9.400000000000006
WV,2020,9,77.375,Sep 2020,4.375
WV,2020,10,75.1,Oct 2020,-2.2750000000000057
WV,2020,11,71.83333333333333,Nov 2020,-3.2666666666666657
WV,2020,12,78.9,Dec 2020,7.066666666666677
WV,2021,1,77.2,Jan 2021,NA
WV,2021,2,78.05,Feb 2021,0.8499999999999943
WV,2021,3,69.95,Mar 2021,-8.099999999999994
WV,2021,4,69.83333333333333,Apr 2021,-0.11666666666667425
WV,2021,5,80.1,May 2021,10.266666666666666
WV,2021,6,70.975,Jun 2021,-9.125
WV,2021,7,71.66666666666666,Jul 2021,0.6916666666666629
WV,2021,8,72.30000000000001,Aug 2021,0.6333333333333542
WV,2021,9,70.1,Sep 2021,-2.200000000000017
WV,2021,10,NA,Oct 2021,NA
WY,2020,5,81.44,May 2020,NA
WY,2020,6,76.025,Jun 2020,-5.414999999999992
WY,2020,8,66.8,Aug 2020,-9.225000000000009
WY,2020,9,67.075,Sep 2020,0.2750000000000057
WY,2020,10,63,Oct 2020,-4.075000000000003
WY,2020,11,70.93333333333334,Nov 2020,7.933333333333337
WY,2020,12,NA,Dec 2020,NA
WY,2021,1,62.6,Jan 2021,NA
WY,2021,2,65.5,Feb 2021,2.8999999999999986
WY,2021,3,62.074999999999996,Mar 2021,-3.4250000000000043
WY,2021,4,60.666666666666664,Apr 2021,-1.4083333333333314
WY,2021,5,64.7,May 2021,4.0333333333333385
WY,2021,6,NA,Jun 2021,NA
WY,2021,7,NA,Jul 2021,NA
WY,2021,8,NA,Aug 2021,NA
WY,2021,9,NA,Sep 2021,NA
WY,2021,10,NA,Oct 2021,NA
